applicant_id,age,annual_income,emp_length_years,home_ownership,loan_amount,loan_intent,loan_term_months,interest_rate,credit_score,dti_ratio,revolving_utilization,total_open_acc,delinq_2yrs,derogatory_recs,target_default
APP-14495,67,61919.9,16,MORTGAGE,21000,VENTURE,60,13.02,700,40.33,18.67,12,0,0,0
APP-14496,45,34794.08,1,MORTGAGE,25000,EDUCATION,36,16.21,592,23.12,10.48,6,0,0,0
APP-14497,41,59154.97,12,RENT,22000,PERSONAL,36,12.35,675,10.17,38.3,6,0,0,0
APP-14498,57,22486.43,19,MORTGAGE,29000,HOMEIMPROVEMENT,60,10.95,743,15.34,60.64,11,0,0,0
APP-14499,58,79949.38,1,MORTGAGE,24000,DEBTCONSOLIDATION,60,9.05,791,7.34,37.28,9,0,0,0
APP-14500,69,56170.4,15,MORTGAGE,25000,MEDICAL,36,11.79,759,17.06,55.24,9,0,0,0
APP-14501,21,31727.6,5,MORTGAGE,40000,DEBTCONSOLIDATION,60,12.61,699,58.25,37.19,17,0,0,0
APP-14502,45,51790.48,16,MORTGAGE,24000,PERSONAL,60,8.76,766,49.0,21.59,3,0,0,0
APP-14503,56,42035.4,14,RENT,5000,DEBTCONSOLIDATION,36,9.5,797,26.81,27.08,13,0,0,0
APP-14504,37,43399.71,19,RENT,5000,DEBTCONSOLIDATION,36,14.23,630,28.01,26.41,9,0,0,0
APP-14505,61,19331.35,14,MORTGAGE,31000,PERSONAL,60,11.69,756,27.78,42.14,10,0,0,0
APP-14506,44,25949.78,7,MORTGAGE,29000,DEBTCONSOLIDATION,36,14.5,644,4.2,20.58,16,0,0,0
APP-14507,22,53377.82,0,RENT,32000,PERSONAL,36,15.73,678,37.04,69.88,11,0,0,0
APP-14508,60,48977.91,16,RENT,34000,DEBTCONSOLIDATION,60,12.17,715,28.1,70.54,13,2,0,0
APP-14509,35,97439.71,7,RENT,20000,PERSONAL,60,12.82,761,26.87,34.6,14,0,0,0
APP-14510,52,43656.55,13,MORTGAGE,11000,DEBTCONSOLIDATION,60,13.29,676,24.19,47.05,14,0,0,0
APP-14511,59,46005.18,0,MORTGAGE,26000,VENTURE,60,16.32,624,10.73,12.26,9,0,0,0
APP-14512,26,47093.02,18,MORTGAGE,38000,PERSONAL,36,16.46,584,9.57,34.24,8,0,0,1
APP-14513,21,54256.88,8,RENT,14000,DEBTCONSOLIDATION,36,12.4,671,20.57,48.24,15,0,0,0
APP-14514,67,62675.88,19,RENT,7000,DEBTCONSOLIDATION,36,8.18,775,4.97,30.35,11,2,0,0
APP-14515,43,48865.95,14,MORTGAGE,31000,DEBTCONSOLIDATION,60,14.49,658,15.55,78.69,13,0,0,0
APP-14516,59,79667.0,1,RENT,24000,PERSONAL,60,11.22,757,9.64,59.34,7,0,0,0
APP-14517,37,189114.98,11,RENT,37000,DEBTCONSOLIDATION,60,13.21,643,23.06,24.25,14,0,0,0
APP-14518,54,39627.48,18,MORTGAGE,17000,DEBTCONSOLIDATION,36,11.42,695,11.98,10.59,6,0,0,0
APP-14519,61,72832.31,16,MORTGAGE,9000,HOMEIMPROVEMENT,36,14.25,707,17.6,17.07,12,0,0,0
APP-14520,49,60764.63,7,RENT,17000,VENTURE,36,13.16,736,25.32,58.54,8,0,0,0
APP-14521,29,101064.81,19,OWN,12000,DEBTCONSOLIDATION,36,16.12,625,32.72,40.16,8,0,0,1
APP-14522,33,,4,RENT,2000,DEBTCONSOLIDATION,60,14.37,671,6.6,30.75,9,0,0,0
APP-14523,26,41638.25,6,RENT,23000,DEBTCONSOLIDATION,36,11.97,756,14.31,22.64,6,0,0,0
APP-14524,26,33438.83,15,MORTGAGE,19000,PERSONAL,36,17.92,607,37.62,34.9,10,1,0,0
APP-14525,40,81246.64,3,MORTGAGE,37000,DEBTCONSOLIDATION,36,12.26,730,20.64,50.82,11,0,0,0
APP-14526,23,34825.29,9,RENT,12000,HOMEIMPROVEMENT,36,17.19,615,9.75,45.65,6,0,0,0
APP-14527,37,108214.46,14,MORTGAGE,21000,DEBTCONSOLIDATION,60,12.03,679,3.07,49.37,9,0,0,0
APP-14528,69,78952.08,12,RENT,11000,PERSONAL,36,11.55,693,13.2,15.64,9,0,0,0
APP-14529,32,62527.05,1,MORTGAGE,11000,VENTURE,36,15.6,649,7.57,73.7,7,0,0,0
APP-14530,68,31066.1,12,RENT,38000,MEDICAL,36,9.62,737,15.94,24.26,8,0,0,0
APP-14531,67,83923.55,11,MORTGAGE,23000,PERSONAL,60,14.25,699,22.12,64.34,4,0,0,0
APP-14532,65,134374.11,10,MORTGAGE,12000,DEBTCONSOLIDATION,36,10.17,727,10.06,58.81,8,0,0,0
APP-14533,21,48409.56,17,MORTGAGE,36000,HOMEIMPROVEMENT,36,15.11,650,17.23,14.85,7,0,0,0
APP-14534,37,41317.7,2,MORTGAGE,10000,VENTURE,36,10.19,768,27.1,48.45,3,0,0,0
APP-14535,23,57181.58,15,MORTGAGE,16000,DEBTCONSOLIDATION,36,9.98,736,37.7,49.41,9,1,0,0
APP-14536,46,75619.63,15,MORTGAGE,20000,HOMEIMPROVEMENT,60,13.22,678,31.91,28.27,11,0,0,0
APP-14537,35,45907.8,14,OTHER,38000,MEDICAL,60,15.33,618,27.52,89.65,11,0,0,1
APP-14538,56,93863.71,9,MORTGAGE,7000,HOMEIMPROVEMENT,36,10.36,771,27.95,49.17,11,0,0,0
APP-14539,52,155649.04,7,MORTGAGE,37000,PERSONAL,36,13.27,630,16.03,30.06,8,0,0,0
APP-14540,52,70623.83,7,MORTGAGE,6000,PERSONAL,36,12.45,715,6.67,73.1,11,2,0,0
APP-14541,24,50894.34,14,MORTGAGE,4000,DEBTCONSOLIDATION,60,13.55,695,21.84,47.57,13,2,0,0
APP-14542,38,74607.92,9,RENT,11000,PERSONAL,36,14.9,685,13.61,19.87,16,0,3,0
APP-14543,69,107866.52,5,MORTGAGE,14000,VENTURE,36,13.17,622,6.27,79.33,10,0,0,0
APP-14544,39,64849.1,12,RENT,5000,EDUCATION,36,15.8,631,13.16,56.9,8,0,0,0
APP-14545,63,76309.1,17,RENT,34000,DEBTCONSOLIDATION,36,8.92,776,13.93,53.56,17,0,0,0
APP-14546,55,85168.17,0,MORTGAGE,35000,PERSONAL,36,14.14,706,13.57,22.94,9,0,0,0
APP-14547,60,38649.03,20,RENT,37000,DEBTCONSOLIDATION,36,10.11,747,13.13,13.81,10,0,0,0
APP-14548,34,75324.5,0,OWN,34000,VENTURE,36,17.52,555,21.26,42.04,7,0,0,0
APP-14549,53,30608.27,9,MORTGAGE,22000,HOMEIMPROVEMENT,60,15.4,661,3.93,21.41,7,0,0,0
APP-14550,34,43078.72,11,MORTGAGE,40000,PERSONAL,36,10.17,738,31.07,42.97,8,0,0,0
APP-14551,54,106173.65,1,RENT,6000,HOMEIMPROVEMENT,36,12.18,651,38.27,64.39,10,0,0,0
APP-14552,24,92551.23,19,MORTGAGE,14000,HOMEIMPROVEMENT,36,11.99,582,27.58,55.32,15,0,1,1
APP-14553,44,52308.28,8,MORTGAGE,18000,VENTURE,36,11.22,731,12.85,53.31,10,0,0,0
APP-14554,49,140490.72,1,RENT,11000,DEBTCONSOLIDATION,36,13.63,572,21.4,51.23,9,0,1,1
APP-14555,39,31098.19,14,OWN,11000,HOMEIMPROVEMENT,60,9.49,716,18.43,22.2,14,0,2,0
APP-14556,26,54038.72,13,RENT,3000,HOMEIMPROVEMENT,60,11.77,704,29.21,30.4,7,0,0,0
APP-14557,53,68703.27,20,MORTGAGE,39000,DEBTCONSOLIDATION,60,14.29,671,12.1,70.32,1,0,0,0
APP-14558,69,18000.0,8,MORTGAGE,22000,DEBTCONSOLIDATION,36,12.16,692,11.67,44.16,10,0,0,0
APP-14559,60,55335.43,4,OWN,2000,MEDICAL,36,10.81,689,22.39,54.4,16,0,0,0
APP-14560,39,34123.82,0,MORTGAGE,31000,DEBTCONSOLIDATION,36,10.33,739,6.5,68.5,11,0,0,0
APP-14561,21,34514.38,14,MORTGAGE,19000,DEBTCONSOLIDATION,36,8.35,719,9.26,24.77,10,0,0,0
APP-14562,25,52254.7,12,OWN,36000,DEBTCONSOLIDATION,60,10.84,751,63.23,30.51,14,0,0,0
APP-14563,47,24032.7,20,MORTGAGE,40000,DEBTCONSOLIDATION,36,11.32,811,26.81,7.96,10,0,0,0
APP-14564,36,39975.42,14,MORTGAGE,23000,DEBTCONSOLIDATION,36,16.48,641,18.5,42.16,16,5,0,0
APP-14565,26,24315.25,19,MORTGAGE,4000,DEBTCONSOLIDATION,36,11.36,681,7.9,47.93,13,0,0,0
APP-14566,60,63697.05,20,MORTGAGE,7000,VENTURE,60,12.8,639,24.59,11.89,15,0,0,0
APP-14567,33,63080.92,8,RENT,37000,EDUCATION,36,8.07,764,50.07,30.18,10,0,0,0
APP-14568,68,50298.27,1,RENT,17000,PERSONAL,36,11.32,676,20.19,50.99,4,0,0,0
APP-14569,55,98540.47,2,MORTGAGE,4000,HOMEIMPROVEMENT,36,11.6,679,39.55,63.43,13,0,0,0
APP-14570,39,51633.13,5,RENT,37000,VENTURE,36,11.54,687,13.14,83.71,7,0,0,0
APP-14571,32,59187.15,9,MORTGAGE,12000,HOMEIMPROVEMENT,36,15.38,640,15.84,24.67,12,1,0,0
APP-14572,36,38063.06,1,MORTGAGE,18000,VENTURE,36,19.3,548,4.2,6.11,6,1,0,0
APP-14573,63,18927.34,5,RENT,20000,MEDICAL,36,10.58,707,40.99,49.85,8,1,0,0
APP-14574,30,55677.43,5,RENT,9000,HOMEIMPROVEMENT,36,11.9,648,15.66,39.84,12,0,0,0
APP-14575,45,52157.64,0,MORTGAGE,15000,PERSONAL,36,13.88,693,29.27,36.89,12,0,0,0
APP-14576,40,140780.09,6,OWN,27000,DEBTCONSOLIDATION,36,9.15,832,3.2,85.14,11,0,0,0
APP-14577,51,83593.66,0,MORTGAGE,26000,PERSONAL,60,11.21,790,23.48,34.04,11,0,0,0
APP-14578,24,48700.25,8,RENT,11000,DEBTCONSOLIDATION,60,12.31,673,16.57,10.11,7,0,0,0
APP-14579,64,64268.93,2,MORTGAGE,33000,PERSONAL,36,10.34,710,16.81,23.92,7,0,0,0
APP-14580,43,94231.42,16,MORTGAGE,16000,MEDICAL,36,12.8,724,19.37,51.03,11,0,1,0
APP-14581,22,77526.69,0,MORTGAGE,5000,EDUCATION,60,13.59,733,21.83,55.69,8,0,0,0
APP-14582,42,137923.29,17,RENT,29000,DEBTCONSOLIDATION,60,14.34,649,31.67,45.69,14,0,0,0
APP-14583,57,40348.19,11,RENT,5000,DEBTCONSOLIDATION,36,15.9,661,24.89,54.73,13,0,0,0
APP-14584,28,97491.17,8,RENT,14000,DEBTCONSOLIDATION,36,10.49,736,12.08,54.14,6,0,0,0
APP-14585,27,48463.38,10,RENT,13000,VENTURE,60,13.29,660,38.85,40.18,11,0,0,1
APP-14586,34,65960.29,6,RENT,16000,MEDICAL,36,12.8,747,33.69,38.35,10,0,0,0
APP-14587,23,45304.49,1,MORTGAGE,30000,PERSONAL,60,14.14,656,4.36,28.5,10,0,0,0
APP-14588,36,55770.25,15,MORTGAGE,24000,PERSONAL,36,11.25,762,38.22,42.3,14,0,0,0
APP-14589,39,66554.81,19,MORTGAGE,14000,HOMEIMPROVEMENT,36,12.41,659,6.93,55.46,11,0,0,0
APP-14590,38,80549.47,19,RENT,39000,DEBTCONSOLIDATION,60,11.16,717,12.72,27.44,11,0,0,0
APP-14591,36,61739.46,13,MORTGAGE,36000,DEBTCONSOLIDATION,36,8.5,743,30.06,66.07,14,0,0,0
APP-14592,28,18000.0,7,MORTGAGE,13000,DEBTCONSOLIDATION,36,14.17,651,19.15,40.88,8,0,0,1
APP-14593,53,57614.27,9,OWN,31000,DEBTCONSOLIDATION,36,7.72,800,14.84,12.24,10,2,0,0
APP-14594,69,124891.47,13,RENT,6000,HOMEIMPROVEMENT,60,9.81,785,7.18,17.81,11,0,0,0
APP-14595,32,57386.49,16,RENT,3000,DEBTCONSOLIDATION,60,12.42,687,18.49,20.0,4,4,0,0
APP-14596,31,126657.38,6,RENT,31000,MEDICAL,36,14.17,728,11.21,37.16,8,0,0,0
APP-14597,25,56381.8,19,MORTGAGE,36000,DEBTCONSOLIDATION,60,12.21,718,23.33,55.47,9,0,0,0
APP-14598,47,27282.73,5,OWN,11000,PERSONAL,36,13.22,681,4.92,36.98,13,2,0,0
APP-14599,32,48219.68,10,MORTGAGE,10000,DEBTCONSOLIDATION,36,15.38,587,7.79,42.69,14,0,0,0
APP-14600,37,45287.36,20,MORTGAGE,18000,MEDICAL,60,13.55,670,25.92,15.44,12,0,0,0
APP-14601,26,53382.24,19,MORTGAGE,39000,VENTURE,60,16.91,605,3.08,32.71,12,0,0,0
APP-14602,53,33101.73,14,RENT,31000,EDUCATION,36,10.76,682,22.49,94.07,11,0,0,0
APP-14603,25,59610.63,5,OWN,36000,DEBTCONSOLIDATION,36,9.65,821,21.17,44.31,22,0,0,0
APP-14604,48,50811.1,3,RENT,8000,VENTURE,36,15.45,652,13.15,63.59,9,2,1,1
APP-14605,34,113997.4,0,RENT,13000,DEBTCONSOLIDATION,36,16.21,605,6.55,50.84,8,0,0,0
APP-14606,25,32691.86,14,OTHER,35000,DEBTCONSOLIDATION,36,12.58,742,25.72,33.51,10,0,0,0
APP-14607,53,67699.52,9,RENT,4000,DEBTCONSOLIDATION,36,11.27,702,18.17,85.18,9,1,0,1
APP-14608,68,73534.8,11,RENT,34000,PERSONAL,60,6.64,794,30.25,33.27,14,0,0,0
APP-14609,61,88211.31,9,RENT,14000,DEBTCONSOLIDATION,36,17.3,583,25.35,77.57,5,0,0,0
APP-14610,39,49921.45,9,MORTGAGE,12000,DEBTCONSOLIDATION,36,11.42,660,9.47,24.26,8,0,0,0
APP-14611,42,66862.96,11,RENT,21000,DEBTCONSOLIDATION,36,13.36,622,9.86,25.48,6,0,0,0
APP-14612,25,71441.85,19,RENT,32000,EDUCATION,36,9.78,731,29.27,18.05,12,0,0,0
APP-14613,22,26260.42,0,MORTGAGE,34000,HOMEIMPROVEMENT,36,10.8,741,7.13,48.0,11,0,0,1
APP-14614,50,50825.31,16,OWN,35000,PERSONAL,60,13.51,654,7.49,60.73,12,2,0,0
APP-14615,67,58904.19,7,RENT,10000,MEDICAL,36,10.2,718,23.9,33.67,12,0,0,0
APP-14616,59,62460.47,15,MORTGAGE,8000,DEBTCONSOLIDATION,36,11.78,802,22.42,24.35,9,0,0,0
APP-14617,24,62079.4,19,MORTGAGE,10000,DEBTCONSOLIDATION,36,15.23,666,11.69,72.93,9,1,0,0
APP-14618,53,74515.37,5,RENT,27000,PERSONAL,36,10.02,772,26.28,52.54,14,0,0,0
APP-14619,33,157755.63,0,RENT,3000,DEBTCONSOLIDATION,60,18.38,569,8.79,7.57,8,0,0,0
APP-14620,40,44457.36,3,MORTGAGE,6000,DEBTCONSOLIDATION,60,12.51,691,21.08,20.0,12,0,0,0
APP-14621,27,72445.21,3,MORTGAGE,3000,MEDICAL,36,11.9,787,34.0,7.71,5,0,0,0
APP-14622,35,114766.12,15,RENT,11000,DEBTCONSOLIDATION,36,20.02,593,3.47,1.94,15,0,0,0
APP-14623,43,24359.59,0,RENT,32000,MEDICAL,36,11.33,757,5.0,57.93,11,0,0,1
APP-14624,34,68464.15,0,RENT,34000,DEBTCONSOLIDATION,36,12.33,621,21.12,41.42,13,2,0,0
APP-14625,43,25843.4,14,MORTGAGE,7000,MEDICAL,36,14.18,660,43.16,7.37,9,0,0,0
APP-14626,39,178579.45,10,MORTGAGE,15000,PERSONAL,60,13.86,662,15.11,24.0,9,0,0,0
APP-14627,49,77732.24,7,MORTGAGE,15000,PERSONAL,36,14.07,664,9.9,12.45,12,0,0,0
APP-14628,40,72659.93,11,MORTGAGE,16000,DEBTCONSOLIDATION,60,12.82,735,8.2,55.42,11,2,0,0
APP-14629,49,23466.12,14,OWN,34000,DEBTCONSOLIDATION,36,13.95,633,5.93,37.31,12,0,0,0
APP-14630,44,46525.42,0,OTHER,32000,PERSONAL,36,6.77,850,8.33,61.52,7,0,0,0
APP-14631,38,46634.78,10,MORTGAGE,18000,DEBTCONSOLIDATION,36,13.18,683,17.09,11.97,9,0,0,0
APP-14632,30,144817.23,17,MORTGAGE,16000,DEBTCONSOLIDATION,36,9.76,754,13.3,38.83,11,0,0,0
APP-14633,61,86215.1,6,RENT,21000,DEBTCONSOLIDATION,36,11.78,745,15.67,20.48,6,0,0,0
APP-14634,28,26200.58,15,RENT,22000,DEBTCONSOLIDATION,36,11.8,673,6.06,18.18,7,0,0,0
APP-14635,46,75716.48,17,MORTGAGE,30000,VENTURE,36,13.08,699,21.07,34.03,12,0,0,0
APP-14636,49,28241.5,16,OTHER,10000,VENTURE,60,15.07,667,30.68,43.75,5,0,0,0
APP-14637,30,26511.49,13,RENT,30000,DEBTCONSOLIDATION,60,13.18,712,23.22,13.49,12,0,1,0
APP-14638,37,75110.15,14,MORTGAGE,35000,HOMEIMPROVEMENT,36,15.43,614,5.67,50.83,11,0,0,0
APP-14639,22,86888.81,16,OTHER,10000,PERSONAL,36,13.21,727,13.4,13.42,8,0,0,0
APP-14640,26,75310.65,14,MORTGAGE,31000,MEDICAL,60,9.47,721,13.91,26.12,11,3,0,0
APP-14641,25,153244.7,8,MORTGAGE,18000,DEBTCONSOLIDATION,60,11.8,728,19.33,28.33,13,0,2,0
APP-14642,48,71996.75,1,RENT,5000,DEBTCONSOLIDATION,36,16.74,701,31.2,29.41,8,0,0,0
APP-14643,61,65189.07,5,RENT,33000,VENTURE,36,17.69,613,20.77,54.44,10,2,0,0
APP-14644,25,32597.64,2,RENT,33000,MEDICAL,36,15.4,642,8.51,28.53,11,0,0,0
APP-14645,38,91932.22,6,MORTGAGE,8000,VENTURE,60,12.98,721,30.2,47.15,11,2,0,0
APP-14646,46,26220.0,9,RENT,39000,DEBTCONSOLIDATION,60,13.86,668,10.29,14.65,18,0,0,0
APP-14647,40,164420.84,20,RENT,33000,DEBTCONSOLIDATION,60,14.98,629,20.47,39.66,8,0,0,1
APP-14648,61,92540.25,20,MORTGAGE,6000,DEBTCONSOLIDATION,36,11.32,758,13.74,58.72,14,0,0,0
APP-14649,69,241566.16,15,MORTGAGE,4000,MEDICAL,60,14.67,658,25.01,17.52,7,0,0,0
APP-14650,47,72741.26,20,MORTGAGE,21000,DEBTCONSOLIDATION,36,15.69,662,11.57,43.6,13,1,0,0
APP-14651,69,94852.95,20,OTHER,18000,MEDICAL,60,13.08,680,13.51,17.86,8,0,0,0
APP-14652,32,52125.76,18,RENT,17000,EDUCATION,36,12.05,715,10.71,18.11,8,1,0,0
APP-14653,27,58592.4,0,MORTGAGE,12000,DEBTCONSOLIDATION,36,14.51,697,17.7,63.08,10,0,0,0
APP-14654,23,35391.72,7,MORTGAGE,14000,VENTURE,36,9.09,766,24.17,47.84,4,0,0,0
APP-14655,30,29031.76,10,RENT,19000,DEBTCONSOLIDATION,36,12.22,709,40.14,45.36,11,0,0,0
APP-14656,54,65824.6,1,MORTGAGE,15000,DEBTCONSOLIDATION,36,13.37,717,17.59,47.17,12,0,0,0
APP-14657,45,58419.72,16,MORTGAGE,35000,HOMEIMPROVEMENT,36,13.24,641,5.56,76.36,8,0,0,0
APP-14658,55,34961.86,1,MORTGAGE,13000,DEBTCONSOLIDATION,60,15.97,603,2.0,3.98,11,1,0,0
APP-14659,36,38201.66,6,RENT,23000,DEBTCONSOLIDATION,36,9.13,711,7.5,22.5,9,0,0,0
APP-14660,22,60854.13,0,MORTGAGE,22000,PERSONAL,36,8.3,794,7.76,36.08,9,0,0,0
APP-14661,44,34663.38,10,OWN,27000,HOMEIMPROVEMENT,36,9.77,740,38.23,73.5,12,0,0,0
APP-14662,30,71562.22,11,RENT,40000,DEBTCONSOLIDATION,36,9.41,760,16.35,40.44,12,0,0,0
APP-14663,58,35205.42,14,RENT,3000,DEBTCONSOLIDATION,36,14.84,698,40.41,13.8,16,0,0,0
APP-14664,42,68045.18,5,MORTGAGE,17000,DEBTCONSOLIDATION,36,7.75,747,29.62,32.31,8,0,0,0
APP-14665,46,33679.48,11,RENT,35000,EDUCATION,36,12.16,743,8.06,33.95,10,0,1,0
APP-14666,63,33750.22,14,MORTGAGE,12000,HOMEIMPROVEMENT,60,12.85,670,6.29,29.29,10,0,0,0
APP-14667,59,18377.54,15,RENT,20000,PERSONAL,36,14.13,668,24.73,38.09,5,0,0,1
APP-14668,47,55263.09,5,OWN,31000,DEBTCONSOLIDATION,36,12.66,659,15.07,27.45,8,3,0,0
APP-14669,49,123875.51,0,RENT,8000,PERSONAL,60,15.38,656,15.32,37.55,14,5,0,0
APP-14670,67,120410.91,0,OTHER,28000,PERSONAL,36,15.84,585,6.86,28.06,5,0,0,0
APP-14671,58,70406.0,15,RENT,23000,DEBTCONSOLIDATION,36,12.46,643,32.73,46.18,11,0,0,0
APP-14672,40,22015.3,7,RENT,18000,PERSONAL,60,14.23,645,27.23,23.25,10,0,1,1
APP-14673,47,91302.88,1,RENT,16000,DEBTCONSOLIDATION,36,12.8,679,11.12,13.12,12,0,0,0
APP-14674,61,67025.82,2,MORTGAGE,10000,HOMEIMPROVEMENT,36,8.31,783,10.88,27.78,11,3,0,0
APP-14675,40,48861.66,15,MORTGAGE,13000,MEDICAL,36,11.99,711,3.56,34.04,10,0,0,0
APP-14676,64,109500.35,11,MORTGAGE,9000,DEBTCONSOLIDATION,36,9.0,756,7.14,42.88,12,0,1,0
APP-14677,39,81448.19,9,RENT,3000,PERSONAL,36,16.25,575,14.99,4.98,13,0,0,0
APP-14678,40,159655.64,12,RENT,17000,HOMEIMPROVEMENT,60,11.5,756,8.7,73.02,11,0,2,0
APP-14679,55,29648.91,1,MORTGAGE,4000,MEDICAL,60,12.51,727,23.56,11.55,15,0,1,0
APP-14680,67,30831.27,5,MORTGAGE,32000,DEBTCONSOLIDATION,36,11.3,732,36.51,41.1,13,0,0,0
APP-14681,22,33540.54,6,RENT,27000,MEDICAL,36,12.9,679,36.94,40.58,8,0,0,0
APP-14682,50,51921.55,5,RENT,3000,VENTURE,36,10.34,817,4.94,22.65,10,0,0,0
APP-14683,54,132466.64,17,MORTGAGE,31000,PERSONAL,36,13.39,725,7.92,23.82,7,0,0,0
APP-14684,42,43835.7,11,RENT,14000,DEBTCONSOLIDATION,36,15.22,622,16.6,55.73,9,0,0,0
APP-14685,23,44307.0,14,MORTGAGE,38000,HOMEIMPROVEMENT,36,9.96,668,5.89,67.94,13,0,0,0
APP-14686,26,73765.47,3,RENT,15000,DEBTCONSOLIDATION,60,11.78,750,13.93,35.49,8,1,0,0
APP-14687,35,91270.03,4,MORTGAGE,2000,DEBTCONSOLIDATION,60,11.85,707,6.7,44.08,15,0,0,0
APP-14688,47,19567.09,3,MORTGAGE,33000,PERSONAL,36,11.62,703,10.24,58.53,15,0,0,1
APP-14689,30,100695.61,13,MORTGAGE,7000,PERSONAL,60,9.99,751,36.93,14.04,7,0,0,0
APP-14690,29,43148.02,6,MORTGAGE,23000,DEBTCONSOLIDATION,60,14.47,701,8.28,46.62,7,0,0,0
APP-14691,53,56885.04,7,MORTGAGE,12000,HOMEIMPROVEMENT,60,10.17,782,2.96,58.55,7,0,0,0
APP-14692,52,121677.83,14,MORTGAGE,24000,EDUCATION,36,9.31,797,21.03,65.94,6,0,0,0
APP-14693,68,53732.76,20,MORTGAGE,15000,DEBTCONSOLIDATION,36,13.18,662,27.67,28.88,15,0,2,1
APP-14694,26,27835.42,1,MORTGAGE,15000,PERSONAL,36,11.67,774,21.88,38.81,17,0,0,0
APP-14695,61,,0,RENT,21000,PERSONAL,60,15.25,615,15.05,28.56,9,0,0,0
APP-14696,56,59008.93,2,RENT,8000,DEBTCONSOLIDATION,36,15.53,687,27.13,40.33,15,0,0,0
APP-14697,22,50656.24,14,RENT,20000,PERSONAL,36,13.01,688,15.12,40.55,9,0,1,1
APP-14698,49,61681.33,2,RENT,27000,HOMEIMPROVEMENT,60,13.15,731,15.81,33.34,13,0,0,0
APP-14699,24,48989.49,11,MORTGAGE,23000,PERSONAL,36,12.22,669,20.09,33.15,7,0,0,0
APP-14700,21,111381.15,11,MORTGAGE,7000,PERSONAL,60,12.44,688,6.21,53.44,18,0,0,0
APP-14701,39,60620.21,4,MORTGAGE,14000,PERSONAL,36,13.28,761,7.0,28.98,9,0,0,0
APP-14702,46,24797.82,0,MORTGAGE,11000,PERSONAL,36,11.26,798,13.08,45.73,9,0,0,0
APP-14703,45,90063.16,7,MORTGAGE,20000,DEBTCONSOLIDATION,36,12.34,762,22.77,46.99,9,0,0,0
APP-14704,30,155303.33,2,RENT,32000,PERSONAL,36,9.91,777,15.71,68.45,9,0,0,0
APP-14705,35,64696.7,2,RENT,11000,DEBTCONSOLIDATION,36,16.48,634,6.28,13.07,17,0,0,0
APP-14706,42,67256.92,10,MORTGAGE,38000,HOMEIMPROVEMENT,36,19.29,592,34.01,51.89,12,0,0,0
APP-14707,68,40540.53,13,RENT,14000,DEBTCONSOLIDATION,60,12.37,762,13.82,56.36,9,0,0,0
APP-14708,41,53038.57,0,RENT,18000,VENTURE,60,14.48,640,15.23,27.04,7,0,1,0
APP-14709,42,76990.32,11,RENT,6000,VENTURE,36,16.28,657,9.07,52.18,8,0,0,0
APP-14710,56,105439.76,3,RENT,22000,DEBTCONSOLIDATION,36,11.3,714,15.72,17.14,16,0,0,0
APP-14711,54,74831.94,13,RENT,40000,VENTURE,36,9.75,716,14.13,56.75,6,0,0,1
APP-14712,50,,16,RENT,21000,HOMEIMPROVEMENT,36,10.65,725,13.68,62.17,16,0,0,0
APP-14713,45,62895.83,16,RENT,8000,DEBTCONSOLIDATION,36,13.49,663,5.15,20.88,8,0,0,0
APP-14714,65,34171.67,6,RENT,16000,EDUCATION,36,14.06,674,5.93,20.12,8,0,0,0
APP-14715,48,34664.53,11,MORTGAGE,16000,HOMEIMPROVEMENT,36,12.04,728,57.78,39.97,8,0,0,1
APP-14716,21,110991.16,16,RENT,24000,PERSONAL,36,13.23,640,42.14,39.3,10,0,0,0
APP-14717,69,99066.93,0,MORTGAGE,34000,MEDICAL,36,11.83,667,11.37,25.16,12,0,0,0
APP-14718,65,26309.83,12,RENT,3000,DEBTCONSOLIDATION,60,9.7,783,11.12,13.71,13,0,0,0
APP-14719,24,53919.42,17,OWN,33000,HOMEIMPROVEMENT,36,7.83,743,33.32,44.71,5,0,0,0
APP-14720,27,54907.38,6,MORTGAGE,16000,DEBTCONSOLIDATION,60,15.13,666,21.19,44.97,10,3,0,0
APP-14721,69,41119.33,8,RENT,8000,PERSONAL,36,16.31,588,49.96,23.46,10,0,0,0
APP-14722,29,29578.81,14,RENT,10000,DEBTCONSOLIDATION,36,11.92,658,18.02,9.36,14,1,0,0
APP-14723,56,40668.04,0,RENT,29000,HOMEIMPROVEMENT,36,11.42,726,26.66,29.66,13,0,0,0
APP-14724,39,37172.54,7,MORTGAGE,23000,PERSONAL,60,13.37,697,7.63,45.87,11,0,0,0
APP-14725,21,29934.46,4,MORTGAGE,4000,DEBTCONSOLIDATION,36,13.12,696,35.77,16.03,10,0,0,0
APP-14726,30,,0,RENT,3000,DEBTCONSOLIDATION,36,9.07,850,15.4,90.43,11,0,0,0
APP-14727,56,68973.2,2,OWN,23000,HOMEIMPROVEMENT,60,11.67,744,33.74,19.65,5,0,0,0
APP-14728,29,47474.06,7,RENT,26000,DEBTCONSOLIDATION,36,10.56,763,11.67,81.61,14,1,1,0
APP-14729,65,21262.83,2,MORTGAGE,26000,HOMEIMPROVEMENT,36,11.46,718,53.75,51.36,9,0,0,0
APP-14730,66,51557.96,11,MORTGAGE,33000,DEBTCONSOLIDATION,36,8.94,766,13.54,50.19,11,0,0,0
